X,order,family,common_name,Binomial,rts,exp.testes,testes_g,log.testes.,ref_testes,BM_g,log.bm.,ref_bm,litter_size,litter_year,longevity,ref_lifehistory,mating_system,ref_mating_system,paternal_care,ref_paternal_care
530,Chiroptera,Emballonuridae,Lesser Sac-winged Bat,Saccopteryx_leptura,0.26326236,0.094962303,0.025,-1.602,Pitnick 2006,4,0.613,Pitnick 2006,NA,NA,NA,Capellini 2015,monogamous; polygynous,Pitnick 2006; Pantheria,NA,NA
531,Primates,Cebidae,Red-handed Tamarin,Saguinus_midas,0.541629123,3.375187783,1.8281,0.262,Harcourt 1995,570,2.756,Harcourt 1995,2.02,1.36,21,Capellini 2015,promiscuous,Pantheria; Lukas 2012; Lukas 2013,NA,NA
532,Primates,Cebidae,Cottontop Tamarin,Saguinus_oedipus,0.480890647,3.075751234,1.4791,0.17,Hayward 2011,501,2.7,Hayward 2011,1.9,1,26.2,Capellini 2015,monogamous,Kenagy 1986; Lukas 2013; Lukas 2012,yes,Heldstab 2019; Lukas 2019
533,Primates,Cebidae,Common Squirrel Monkey,Saimiri_sciureus,0.75643884,4.230348616,3.2,0.505,Anderson 2004; Gage 2003,780,2.879,Anderson 2004; Gage 2003,1,1.33,30.2,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Harcourt 1995; Lupold 2018,yes,Heldstab 2019
534,Primates,Cebidae,Tufted Capuchin,Sapajus_apella,0.904050181,10.06581293,9.1,0.959,Ramm 2007; Gage 2003,2600,3.415,Ramm 2007; Gage 2003,1.05,0.55,46,Capellini 2015,promiscuous,Moller 1988; Harcourt 1995; Lupold 2014,yes,Heldstab 2019
535,Dasyuromorphia,Dasyuridae,Tasmanian Devil,Sarcophilus_harrisii,0.275139386,18.89951155,5.2,0.716,Anderson 2004,6237,3.795,Anderson 2004,2.88,1,13,Capellini 2015,promiscuous,Anderson 2004; Lukas 2012; Lukas 2013; Gooley 2018,NA,NA
536,Soricomorpha,Talpidae,Eastern Mole,Scalopus_aquaticus,1.94162196,1.131991729,2.1979,0.342,Hayward 2011,125,2.097,Hayward 2011,3.89,1,6.2,Capellini 2015,NA,,NA,NA
537,Primates,Galagidae,Bioko Allen's Bushbaby,Sciurocheirus_alleni,0.738141979,2.197138281,1.6218,0.21,Anderson 2004,314,2.497,Anderson 2004,1.29,1,12,Capellini 2015,promiscuous,Anderson 2004,NA,NA
538,Rodentia,Sciuridae,Caucasian Squirrel,Sciurus_anomalus,0.762182456,1.810590087,1.38,NA,personal squirrel database,240,NA,personal squirrel database,4,NA,5.7,Myrhvold 2015,NA,NA,NA,NA
539,Rodentia,Sciuridae,Eastern Gray Squirrel,Sciurus_carolinensis,1.604216825,3.228989947,5.18,0.714,Hayward 2011,536,2.719,Hayward 2011,2.98,2,24,Capellini 2015,promiscuous,Kenagy 1986; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019
540,Rodentia,Sciuridae,Eastern Fox Squirrel,Sciurus_niger,1.551645573,4.446891816,6.9,NA,personal squirrel database,836,NA,personal squirrel database,2.71,1.64,16,Capellini 2015,promiscuous,Sinervo 2020,no,Heldstab 2019
541,Rodentia,Sciuridae,Eurasian Red Squirrel,Sciurus_vulgaris,1.182794465,2.375729751,2.81,0.449,Hayward 2011,350,2.544,Hayward 2011,4.5,2,14.8,Capellini 2015,promiscuous,Waterman 2007; Sinervo 2020,no,Heldstab 2019
542,Chiroptera,Vespertilionidae,Reunion House Bat,Scotophilus_borbonicus,0.432031747,0.32405026,0.14,-0.854,Ramm 2007,22,1.342,Ramm 2007,2,1,NA,Capellini 2015,NA,,NA,NA
543,Chiroptera,Vespertilionidae,Greater Asiatic Yellow House Bat,Scotophilus_heathii,0.360383086,0.471165286,0.1698,-0.77,Ramm 2007,37,1.574,Ramm 2007,1.92,1,NA,Capellini 2015,polygynous,Hosken 2001,NA,NA
544,Primates,Cercopithecidae,Northern Plains Gray Langur,Semnopithecus_entellus,0.270802651,42.46634943,11.5,1.047,Soulsbury 2010,19200,4.232,Soulsbury 2010,1.02,0.67,29,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010; Harcourt 1995,no,Lukas 2019
545,Primates,Cercopithecidae,Northern Plains Gray Langur,Semnopithecus_entellus,0.285684686,39.00419079,11.1429,1.047,Anderson 2004,17061,4.232,Anderson 2004,1.02,0.67,29,Capellini 2015,promiscuous,Anderson 2004; Soulsbury 2010; Harcourt 1995,no,Lukas 2019
546,Rodentia,Cricetidae,Hispid Cotton Rat,Sigmodon_hispidus,1.007392139,1.71730544,1.73,0.238,Hayward 2011; Gage 2003,223,2.348,Hayward 2011; Gage 2003,5.44,2,5.2,Capellini 2015,promiscuous,Sinervo 2020,no,Heldstab 2019
547,Dasyuromorphia,Dasyuridae,Fat-tailed Dunnart,Sminthopsis_crassicaudata,0.559860966,0.245953921,0.1377,-0.861,Birkhead 1998,15,1.19,Birkhead 1998,6.52,2,5,Capellini 2015,polygynous,Rose 1997; Pantheria,no,Heldstab 2019
548,Dasyuromorphia,Dasyuridae,Stripe-faced Dunnart,Sminthopsis_macroura,0.694077909,0.355291527,0.2466,-0.608,Birkhead 1998,25,1.405,Birkhead 1998,7,2,4.9,Capellini 2015,NA,,NA,NA
549,Dasyuromorphia,Dasyuridae,Red-cheeked Dunnart,Sminthopsis_virginiae,0.607025956,0.41480928,0.2518,-0.599,Birkhead 1998,31,1.491,Birkhead 1998,4.11,2.22,5.3,Capellini 2015; Myrhvold 2015,NA,,NA,NA
550,Soricomorpha,Soricidae,Common Shrew,Sorex_araneus,0.81655805,0.208190955,0.17,-0.553,Soulsbury 2010,11.9,1.124,Soulsbury 2010,6.56,2,3.2,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019
551,Soricomorpha,Soricidae,Common Shrew,Sorex_araneus,1.261524358,0.221874432,0.2799,-0.553,Hayward 2011,13,1.124,Hayward 2011,6.56,2,3.2,Capellini 2015,promiscuous,Soulsbury 2010,no,Heldstab 2019
552,Soricomorpha,Soricidae,Cinereus Shrew,Sorex_cinereus,0.896754475,0.111513243,0.1,-1,Hayward 2011,5,0.724,Hayward 2011,6.49,2.18,1.917,Capellini 2015,NA,,no,Heldstab 2019
553,Soricomorpha,Soricidae,Eurasian Pygmy Shrew,Sorex_minutus,0.896754475,0.111513243,0.1,-1,Hayward 2011,5,0.708,Hayward 2011,6.04,1.5,2,Capellini 2015,NA,,NA,NA
554,Soricomorpha,Soricidae,American Water Shrew,Sorex_palustris,0.534843856,0.280455685,0.15,-0.824,Hayward 2011,18,1.246,Hayward 2011,5.46,2.5,1.5,Capellini 2015,NA,,no,Heldstab 2019
555,Carnivora,Canidae,Bush Dog,Speothos_venaticus,0.38570492,21.36711139,8.2414,0.916,Iossa 2008,7396,3.869,Iossa 2008,3.8,2,14.1,Capellini 2015,monogamous; polygynous,Iossa 2008; Lukas 2013; Lukas 2012,yes,Heldstab 2019; Lukas 2019
556,Carnivora,Mephitidae,Western Spotted Skunk,Spilogale_gracilis,0.780766575,3.224651364,2.5177,0.401,Iossa 2008,535,2.728,Iossa 2008,5.07,1.425,10.77916667,Myrhvold 2015,promiscuous,Iossa 2008; Ferguson 2004,NA,NA
557,Carnivora,Mephitidae,Eastern Spotted Skunk,Spilogale_putorius,1.346951259,4.005415909,5.3951,0.732,Iossa 2008,723,2.859,Iossa 2008,5.07,1.5,10.5,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
558,Chiroptera,Phyllostomidae,Bidentate Yellow-shouldered Bat,Sturnira_bidens,0.215123223,0.269148069,0.0579,-1.237,Pitnick 2006,17,1.243,Pitnick 2006,0.99,2,NA,Capellini 2015,NA,,NA,NA
559,Chiroptera,Phyllostomidae,Little Yellow-shouldered Bat,Sturnira_lilium,0.400252914,0.302558697,0.1211,-0.917,Pitnick 2006,20,1.31,Pitnick 2006,0.99,2,12,Capellini 2015,NA,,NA,NA
560,Rodentia,Muridae,Mueller's Sundamys,Sundamys_muelleri,2.844603221,2.615479004,7.44,0.872,Breed 2000,400,2.602,Breed 2000,3.8,NA,2,Capellini 2015,NA,,NA,NA
561,Carnivora,Herpestidae,Meerkat,Suricata_suricatta,0.321999203,4.037277076,1.3,0.114,Soulsbury 2010,731,2.864,Soulsbury 2010,3.86,1,20.6,Capellini 2015,monogamous,Iossa 2008; Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012,yes,LH19; Held19
562,Artiodactyla,Suidae,Wild Boar,Sus_scrofa,0.174845305,205.8962923,36,2.857,Gage 2003,172000,5.29,Gage 2003,4.52,1.5,27,Capellini 2015,polygynous,Soulsbury 2010; Poteaux 2009,no,Heldstab 2019; Lukas 2019
563,Artiodactyla,Suidae,Wild Boar,Sus_scrofa,3.192513237,225.3550562,719.449,2.857,Anderson 2004,194984,5.29,Anderson 2004,4.52,1.5,27,Capellini 2015,polygynous,Soulsbury 2010; Poteaux 2009,no,Heldstab 2019; Lukas 2019
564,Artiodactyla,Bovidae,Bush Duiker,Sylvicapra_grimmia,0.513671815,41.334563,21.2324,1.327,Anderson 2004,18493,4.267,Anderson 2004,0.98,2,15.4,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,no,Heldstab 2019
565,Lagomorpha,Leporidae,Eastern Cottontail,Sylvilagus_floridanus,3.000119198,5.570078685,16.7109,1.223,Hayward 2011,1143,3.058,Hayward 2011,4.62,4.81,9.8,Capellini 2015,NA,,no,Heldstab 2019
566,Monotremata,Tachyglossidae,Short-beaked Echidna,Tachyglossus_aculeatus,3.102229736,16.11856769,50.0035,1.699,Birkhead 1998,5000,3.699,Birkhead 1998,1,0.5,50,Capellini 2015,NA,,no,Heldstab 2019
567,Chiroptera,Molossidae,Egyptian Free-tailed Bat,Tadarida_aegyptiaca,0.271683716,0.257652542,0.07,-1.155,Ramm 2007,16,1.207,Ramm 2007,0.99,1,10,Capellini 2015; Myrhvold 2015,NA,,NA,NA
568,Chiroptera,Molossidae,Brazilian Free-tailed Bat (known as the Mexican Free-tailed Bat in North America,Tadarida_brasiliensis,0.22535269,0.221874432,0.05,-1.301,Ramm 2007,13,1.107,Ramm 2007,1.11,1,15,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,no,Lukas 2019
569,Rodentia,Sciuridae,Yellow-pine Chipmunk,Tamias_amoenus,2.055139278,0.593633732,1.22,-0.208,Soulsbury 2010,51,1.629,Soulsbury 2010,4.99,1,5.166666667,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019
570,Rodentia,Sciuridae,Yellow-pine Chipmunk,Tamias_amoenus,1.179793146,0.525007288,0.6194,-0.208,Hayward 2011,43,1.629,Hayward 2011,4.99,1,5.166666667,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007,no,Heldstab 2019
571,Rodentia,Sciuridae,Least Chipmunk,Tamias_minimus,1.695096413,0.424400639,0.7194,-0.143,Hayward 2011,32,1.502,Hayward 2011,4.95,1,10,Capellini 2015,NA,,NA,NA
572,Rodentia,Sciuridae,Townsend's Chipmunk,Tamias_townsendii,1.123443382,0.730254869,0.8204,-0.086,Hayward 2011,68,1.833,Hayward 2011,3.75,1,9.3,Capellini 2015,NA,,NA,NA
573,Rodentia,Sciuridae,Red Squirrel,Tamiasciurus_hudsonicus,1.937606074,1.507014268,2.92,0.465,Soulsbury 2010,186,2.27,Soulsbury 2010,3.93,1.75,12,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,no,Heldstab 2019
574,Chiroptera,Emballonuridae,Sharp-nosed Tomb Bat,Taphozous_georgianus,0.098733525,0.40513088,0.04,-1.398,Ramm 2007,30,1.477,Ramm 2007,1,1,5,Capellini 2015,NA,,NA,NA
575,Chiroptera,Emballonuridae,Long-winged Tomb Bat,Taphozous_longimanus,0.166464065,0.461961566,0.0769,-1.114,Pitnick 2006,36,1.556,Pitnick 2006,0.99,2,NA,Capellini 2015,polygynous,Hosken 2001; Lukas 2013,NA,NA
576,Diprotodontia,Tarsipedidae,Honey possum,Tarsipes_rostratus,2.142555983,0.170263929,0.3648,-0.438,Birkhead 1998,9,0.949,Birkhead 1998,2.93,3,2,Capellini 2015,NA,,NA,NA
577,Carnivora,Mustelidae,American Badger,Taxidea_taxus,1.594210837,22.30765164,35.5631,1.551,Iossa 2008,7852,3.895,Iossa 2008,2.76,0.74,26,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
578,Afrosoricida,Tenrecidae,Tail-less Tenrec,Tenrec_ecaudatus,0.371695799,8.333158478,3.0974,0.491,Anderson 2004,2000,3.301,Anderson 2004,16.89,1,8.7,Capellini 2015,promiscuous,Anderson 2004,yes,Heldstab 2019
579,Primates,Cercopithecidae,Gelada,Theropithecus_gelada,0.385473339,44.36104467,17.1,1.332,Gage 2003,20400,4.31,Gage 2003,1.01,0.5,36,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Harcourt 1995,yes,Heldstab 2019
580,Primates,Cercopithecidae,Gelada,Theropithecus_gelada,0.483879999,44.38765819,21.4783,1.332,Hayward 2011,20417,4.31,Hayward 2011,1.01,0.5,36,Capellini 2015,promiscuous,Kenagy 1986; Moller 1988; Harcourt 1995,yes,Heldstab 2019
581,Rodentia,Geomyidae,Botta's Pocket Gopher,Thomomys_bottae,2.323955206,1.530279065,3.5563,0.551,Hayward 2011,190,2.279,Hayward 2011,4.61,2,6.1,Capellini 2015,promiscuous,Kenagy 1986; Waterman 2007,no,Heldstab 2019
582,Diprotodontia,Macropodidae,Tasmanian Pademelon,Thylogale_billardierii,2.08063374,22.53222136,46.8813,1.671,Rose 1997,7962,3.901,Rose 1997,1,1,10,Capellini 2015,promiscuous,Rose 1997; Pantheria,NA,NA
583,Rodentia,Muridae,Amami-oshima Island Spiny Rat,Tokudaia_osimensis,0.240298331,0.886398167,0.213,-0.672,Hayward 2011; Breed 2000,89,1.949,Hayward 2011; Breed 2000,NA,NA,NA,Capellini 2015,NA,,NA,NA
584,Primates,Cercopithecidae,Silvery Lutung,Trachypithecus_cristatus,0.316378822,19.8973495,6.2951,0.799,Hayward 2011,6699,3.826,Hayward 2011,1.01,0.5,31.1,Capellini 2015; Myrhvold 2015,polygynous,Kenagy 1986,no,Heldstab 2019; Lukas 2019
585,Primates,Cercopithecidae,Francois' Langur,Trachypithecus_francoisi,0.182652596,21.796022,3.9811,0.6,Anderson 2004,7603,3.881,Anderson 2004,NA,NA,26.3,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,NA,NA
586,Primates,Cercopithecidae,Dusky Leaf-monkey,Trachypithecus_obscurus,0.22340982,21.4730937,4.7973,0.681,Hayward 2011,7447,3.872,Hayward 2011,1.01,0.5,33.9,Capellini 2015,polygynous,Kenagy 1986,no,Heldstab 2019
587,Artiodactyla,Bovidae,Nyala,Tragelaphus_angasii,0.288277536,132.797375,38.2825,1.583,Anderson 2004,93541,4.971,Anderson 2004,1,1.21,18.5,Capellini 2015,promiscuous,Anderson 2004,no,Heldstab 2019
588,Artiodactyla,Bovidae,Derby Eland,Tragelaphus_derbianus,0.255159678,406.6191061,103.7528,2.016,Anderson 2004,442588,5.646,Anderson 2004,1,1.14,20.3,Capellini 2015; Myrhvold 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013,no,Heldstab 2019
589,Artiodactyla,Bovidae,Bongo,Tragelaphus_eurycerus,0.234105524,225.7294022,52.8445,1.723,Anderson 2004,195434,5.291,Anderson 2004,1,0.73,21.9,Capellini 2015,polygynous,Anderson 2004; Lukas 2012; Lukas 2013; Pantheria,NA,NA
590,Artiodactyla,Bovidae,Greater Kudu,Tragelaphus_strepsiceros,0.343332229,267.9620271,92,1.964,Gage 2003,248000,5.285,Gage 2003,1,1,23.5,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Heldstab 2019
591,Artiodactyla,Bovidae,Greater Kudu,Tragelaphus_strepsiceros,0.411844201,223.4947096,92.045,1.964,Anderson 2004,192752,5.285,Anderson 2004,1,1,23.5,Capellini 2015,promiscuous,Anderson 2004; Ginsberg 1990,no,Heldstab 2019
592,Diprotodontia,Phalangeridae,Common Brushtail,Trichosurus_vulpecula,0.311348889,12.84539672,3.9994,0.602,Anderson 2004,3648,3.562,Anderson 2004,1.02,1.5,15.9,Capellini 2015,promiscuous,Anderson 2004; Pantheria,NA,NA
593,Chiroptera,Vespertilionidae,Lesser Bamboo Bat,Tylonycteris_pachypus,0.737134609,0.094962303,0.07,-1.155,Ramm 2007,4,0.613,Ramm 2007,1.92,1,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
594,Chiroptera,Vespertilionidae,Greater Bamboo Bat,Tylonycteris_robustula,0.639303622,0.156420199,0.1,-1,Ramm 2007,8,0.924,Ramm 2007,2,1,NA,Capellini 2015,promiscuous,Hosken 2001; Pitnick 2006,NA,NA
595,Rodentia,Muridae,Rudd's Bristle-furred Rat,Uranomys_ruddi,0.698277432,0.49836925,0.348,-0.458,Breed 2000,40,1.602,Breed 2000,4.07,NA,NA,Capellini 2015,NA,,NA,NA
596,Rodentia,Sciuridae,Belding's Ground Squirrel,Urocitellus_beldingi,1.415450736,2.472710572,3.5,0.544,Soulsbury 2010,370,2.568,Soulsbury 2010,5.71,1,11,Capellini 2015,promiscuous,Soulsbury 2010; Waterman 2007; Sinervo 2020,no,Heldstab 2019; Lukas 2019
597,Rodentia,Sciuridae,Richardson's ground squirrel,Urocitellus_richardsonii,0.61,2.25278768,NA,NA,Anjos 2020,325.1,NA,Capellini 2015,7.59,1,6,Capellini 2015,promiscuous,Michener and Locklear 1990; Hare et al 2004,no,LH19; Held19; Waterman pers. comm.
598,Carnivora,Canidae,Gray Fox,Urocyon_cinereoargenteus,0.398398099,12.97696955,5.17,0.713,Soulsbury 2010,3700,3.568,Soulsbury 2010,3.71,0.98,16.2,Capellini 2015,monogamous,Iossa 2008; Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012; Ferguson 2004,yes,Held19
599,Chiroptera,Phyllostomidae,Common Tent-making Bat,Uroderma_bilobatum,0.398042038,0.245953921,0.0979,-1.009,Pitnick 2006,15,1.173,Pitnick 2006,0.99,2,NA,Capellini 2015,polygynous,Hosken 2001; Lukas 2013,NA,NA
600,Rodentia,Muridae,Black-tailed Uromys,Uromys_anak,2.514307194,4.610415158,11.592,1.064,Breed 2000,879,2.944,Breed 2000,4.3,NA,NA,Capellini 2015,NA,,NA,NA
601,Rodentia,Muridae,Giant White-tailed Uromys,Uromys_caudimaculatus,1.641109217,4.385448528,7.197,0.857,Hayward 2011; Breed 2000,820,2.914,Hayward 2011; Breed 2000,1.46,NA,NA,Capellini 2015,NA,,NA,NA
602,Carnivora,Ursidae,American Black Bear,Ursus_americanus,0.274669754,141.6246215,38.9,1.59,Soulsbury 2010,102287,5.01,Soulsbury 2010,2.39,0.38,34,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
603,Carnivora,Ursidae,Brown Bear,Ursus_arctos,0.485250518,316.125371,153.4,2.186,Soulsbury 2010,312000,5.494,Soulsbury 2010,2.24,0.36,50,Capellini 2015,promiscuous,Iossa 2008; Soulsbury 2010; Pantheria; Ferguson 2004,no,Heldstab 2019; Lukas 2019
604,Carnivora,Ursidae,Polar Bear,Ursus_maritimus,0.332148013,395.975574,131.5225,2.119,Iossa 2008,426580,5.63,Iossa 2008,1.66,0.36,45,Capellini 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019; Lukas 2019
605,Carnivora,Ursidae,Asian Black Bear,Ursus_thibetanus,0.477760918,139.569181,66.6807,1.824,Iossa 2008,100231,5.001,Iossa 2008,1.5,1.1,39.2,Capellini 2015; Myrhvold 2015,promiscuous,Iossa 2008; Ferguson 2004,no,Heldstab 2019
606,Chiroptera,Phyllostomidae,Great Stripe-faced Bat,Vampyrodes_caraccioli,0.883806717,0.375534598,0.3319,-0.479,Pitnick 2006,27,1.43,Pitnick 2006,0.98,2,NA,Capellini 2015,polygynous,Hosken 2001; Lukas 2013,NA,NA
607,Chiroptera,Phyllostomidae,Spectral Bat,Vampyrum_spectrum,0.150658617,1.346089615,0.2028,-0.693,Pitnick 2006,159,2.201,Pitnick 2006,1,NA,6.5,Capellini 2015,monogamous,Hosken 2001; Pitnick 2006; Pantheria; Lukas 2013; Lukas 2012,NA,NA
608,Primates,Lemuridae,Black-and-white Ruffed Lemur,Varecia_variegata,0.212407807,12.38325483,2.6303,0.42,Anderson 2004,3467,3.54,Anderson 2004,2.16,1,37,Capellini 2015,polygynous,Anderson 2004; Harcourt 1995; Lukas 2012; Lukas 2013,no,Heldstab 2019; Lukas 2019
609,Diprotodontia,Vombatidae,Common Wombat,Vombatus_ursinus,0.255134344,72.14904796,18.4077,1.265,Birkhead 1998,40087,4.603,Birkhead 1998,1,0.5,30,Capellini 2015,NA,,NA,NA
610,Carnivora,Canidae,Arctic Fox,Vulpes_lagopus,0.259396611,15.65170794,4.06,0.609,Soulsbury 2010,4800,3.681,Soulsbury 2010,7.65,1,16.3,Capellini 2015,monogamous,Iossa 2008; Soulsbury 2010; Pantheria; Lukas 2013; Lukas 2012; Ferguson 2004,yes,LH19; Held19
611,Carnivora,Canidae,Red Fox,Vulpes_vulpes,0.552879409,16.27841417,9,0.954,Hayward 2011; Gage 2003,5069,3.705,Hayward 2011; Gage 2003,4.59,0.91,21.3,Capellini 2015,polygynous,Iossa 2008; Soulsbury 2010; Kenagy 1986; Lukas 2013; Lukas 2012; Ferguson 2004,yes,LH19; Held19
612,Carnivora,Canidae,Red Fox,Vulpes_vulpes,0.652254233,18.9496662,12.36,0.954,Soulsbury 2010,6260,3.705,Soulsbury 2010,4.59,0.91,21.3,Capellini 2015,polygynous,Iossa 2008; Soulsbury 2010; Kenagy 1986; Lukas 2013; Lukas 2012; Ferguson 2004,yes,LH19; Held19
613,Carnivora,Canidae,Fennec Fox,Vulpes_zerda,0.80379284,6.774133495,5.445,0.736,Iossa 2008,1500,3.176,Iossa 2008,2.36,1,16.3,Capellini 2015,monogamous,Iossa 2008; Pantheria; Ferguson 2004,no,Lukas 2019
614,Diprotodontia,Macropodidae,Swamp Wallaby,Wallabia_bicolor,0.243432061,60.62102075,14.7571,1.169,Birkhead 1998,31477,4.498,Birkhead 1998,1.04,1.4,19,Capellini 2015,promiscuous,Rose 1997,NA,NA
615,Rodentia,Muridae,Rock-dwelling Giant Rat,Xenuromys_barbatus,3.884641402,4.87561091,18.94,NA,Breed 2000,950,NA,Breed 2000,1.76,NA,NA,Myrhvold 2015,NA,NA,NA,NA
616,Rodentia,Sciuridae,Striped Ground Squirrel,Xerus_erythropus,0.601692011,3.656355676,2.2,NA,personal squirrel database,637,NA,personal squirrel database,3.45,NA,10.3,Myrhvold 2015,promiscuous,Sinervo 2020,no,Heldstab 2019
617,Rodentia,Sciuridae,Cape Ground Squirrel,Xerus_inauris,3.041698845,3.386265546,10.3,NA,personal squirrel database,572.6,NA,Capellini 2015,2.06,1,13,Capellini 2015,promiscuous,Sinervo 2020,no,Lukas 2019
618,Monotremata,Tachyglossidae,Western Long-beaked Echidna,Zaglossus_bruijnii,3.979880592,20.32965516,80.9096,1.908,Birkhead 1998,6902,3.839,Birkhead 1998,1,NA,41.2,Capellini 2015,NA,,NA,NA
619,Rodentia,Muridae,Common Australian Rock Rat,Zyzomys_argurus,0.800034426,0.542476656,0.434,-0.363,Ramm 2007; Breed 2000,45,1.653,Ramm 2007; Breed 2000,2.76,1.42,4.16,Myrhvold 2015,NA,,NA,NA
620,Rodentia,Muridae,Kimberley Rock Rat,Zyzomys_woodwardi,1.769032146,0.977822819,1.7298,0.238,Ramm 2007,102,2.009,Ramm 2007,2.23,0.75,NA,Capellini 2015,NA,,NA,NA
